,nome_infraestrutura,resumo_infraestrutura,data,tipo_de_infraestrutura,medida
5148,MONDEGO,86.6,2019-06-01,bacia,percentagem
5149,MONDEGO,79.8,2019-07-01,bacia,percentagem
5150,MONDEGO,70.5,2019-08-01,bacia,percentagem
5151,MONDEGO,62.7,2019-09-01,bacia,percentagem
5152,MONDEGO,49.2,2017-10-01,bacia,percentagem
5153,MONDEGO,46.8,2017-11-01,bacia,percentagem
5154,MONDEGO,53.4,2017-12-01,bacia,percentagem
5155,MONDEGO,73.3,2018-01-01,bacia,percentagem
5156,MONDEGO,66.9,2018-02-01,bacia,percentagem
5157,MONDEGO,76.7,2018-03-01,bacia,percentagem
5158,MONDEGO,96.2,2018-04-01,bacia,percentagem
5159,MONDEGO,91.9,2018-05-01,bacia,percentagem
5160,MONDEGO,90.1,2018-06-01,bacia,percentagem
5161,MONDEGO,81.6,2018-07-01,bacia,percentagem
5162,MONDEGO,70.0,2018-08-01,bacia,percentagem
5163,MONDEGO,61.8,2018-09-01,bacia,percentagem
5164,MONDEGO,60.5,2016-10-01,bacia,percentagem
5165,MONDEGO,66.3,2016-11-01,bacia,percentagem
5166,MONDEGO,71.9,2016-12-01,bacia,percentagem
5167,MONDEGO,62.8,2017-01-01,bacia,percentagem
5168,MONDEGO,66.7,2017-02-01,bacia,percentagem
5169,MONDEGO,76.6,2017-03-01,bacia,percentagem
5170,MONDEGO,81.7,2017-04-01,bacia,percentagem
5171,MONDEGO,82.3,2017-05-01,bacia,percentagem
5172,MONDEGO,77.1,2017-06-01,bacia,percentagem
5173,MONDEGO,66.4,2017-07-01,bacia,percentagem
5174,MONDEGO,58.2,2017-08-01,bacia,percentagem
5175,MONDEGO,52.5,2017-09-01,bacia,percentagem
5176,MONDEGO,60.9,2015-10-01,bacia,percentagem
5177,MONDEGO,66.3,2015-11-01,bacia,percentagem
5178,MONDEGO,72.8,2015-12-01,bacia,percentagem
5179,MONDEGO,67.1,2016-01-01,bacia,percentagem
5180,MONDEGO,70.2,2016-02-01,bacia,percentagem
5181,MONDEGO,74.7,2016-03-01,bacia,percentagem
5182,MONDEGO,91.1,2016-04-01,bacia,percentagem
5183,MONDEGO,93.9,2016-05-01,bacia,percentagem
5184,MONDEGO,88.3,2016-06-01,bacia,percentagem
5185,MONDEGO,80.0,2016-07-01,bacia,percentagem
5186,MONDEGO,69.9,2016-08-01,bacia,percentagem
5187,MONDEGO,62.5,2016-09-01,bacia,percentagem
5188,MONDEGO,67.5,2014-10-01,bacia,percentagem
5189,MONDEGO,72.1,2014-11-01,bacia,percentagem
5190,MONDEGO,63.3,2014-12-01,bacia,percentagem
5191,MONDEGO,67.3,2015-01-01,bacia,percentagem
5192,MONDEGO,77.2,2015-02-01,bacia,percentagem
5193,MONDEGO,70.7,2015-03-01,bacia,percentagem
5194,MONDEGO,75.6,2015-04-01,bacia,percentagem
5195,MONDEGO,86.3,2015-05-01,bacia,percentagem
5196,MONDEGO,81.5,2015-06-01,bacia,percentagem
5197,MONDEGO,71.7,2015-07-01,bacia,percentagem
5198,MONDEGO,63.4,2015-08-01,bacia,percentagem
5199,MONDEGO,58.2,2015-09-01,bacia,percentagem
5200,MONDEGO,71.8,2013-10-01,bacia,percentagem
5201,MONDEGO,70.3,2013-11-01,bacia,percentagem
5202,MONDEGO,69.3,2013-12-01,bacia,percentagem
5203,MONDEGO,78.2,2014-01-01,bacia,percentagem
5204,MONDEGO,70.3,2014-02-01,bacia,percentagem
5205,MONDEGO,71.4,2014-03-01,bacia,percentagem
5206,MONDEGO,94.6,2014-04-01,bacia,percentagem
5207,MONDEGO,93.4,2014-05-01,bacia,percentagem
5208,MONDEGO,89.8,2014-06-01,bacia,percentagem
5209,MONDEGO,82.9,2014-07-01,bacia,percentagem
5210,MONDEGO,72.9,2014-08-01,bacia,percentagem
5211,MONDEGO,66.4,2014-09-01,bacia,percentagem
5212,MONDEGO,61.9,2012-10-01,bacia,percentagem
5213,MONDEGO,74.9,2012-11-01,bacia,percentagem
5214,MONDEGO,79.3,2012-12-01,bacia,percentagem
5215,MONDEGO,76.4,2013-01-01,bacia,percentagem
5216,MONDEGO,77.8,2013-02-01,bacia,percentagem
5217,MONDEGO,84.6,2013-03-01,bacia,percentagem
5218,MONDEGO,95.3,2013-04-01,bacia,percentagem
5219,MONDEGO,91.3,2013-05-01,bacia,percentagem
5220,MONDEGO,87.9,2013-06-01,bacia,percentagem
5221,MONDEGO,78.8,2013-07-01,bacia,percentagem
5222,MONDEGO,66.5,2013-08-01,bacia,percentagem
5223,MONDEGO,61.3,2013-09-01,bacia,percentagem
5224,MONDEGO,60.2,2011-10-01,bacia,percentagem
5225,MONDEGO,68.8,2011-11-01,bacia,percentagem
5226,MONDEGO,79.1,2011-12-01,bacia,percentagem
5227,MONDEGO,83.7,2012-01-01,bacia,percentagem
5228,MONDEGO,84.2,2012-02-01,bacia,percentagem
5229,MONDEGO,83.3,2012-03-01,bacia,percentagem
5230,MONDEGO,91.0,2012-04-01,bacia,percentagem
5231,MONDEGO,92.3,2012-05-01,bacia,percentagem
5232,MONDEGO,89.1,2012-06-01,bacia,percentagem
5233,MONDEGO,81.9,2012-07-01,bacia,percentagem
5234,MONDEGO,67.2,2012-08-01,bacia,percentagem
5235,MONDEGO,62.6,2012-09-01,bacia,percentagem
5236,MONDEGO,59.2,2010-10-01,bacia,percentagem
5237,MONDEGO,72.5,2010-11-01,bacia,percentagem
5238,MONDEGO,70.2,2010-12-01,bacia,percentagem
5239,MONDEGO,66.1,2011-01-01,bacia,percentagem
5240,MONDEGO,82.7,2011-02-01,bacia,percentagem
5241,MONDEGO,81.5,2011-03-01,bacia,percentagem
5242,MONDEGO,92.8,2011-04-01,bacia,percentagem
5243,MONDEGO,92.2,2011-05-01,bacia,percentagem
5244,MONDEGO,88.0,2011-06-01,bacia,percentagem
5245,MONDEGO,77.8,2011-07-01,bacia,percentagem
5246,MONDEGO,67.1,2011-08-01,bacia,percentagem
5247,MONDEGO,62.8,2011-09-01,bacia,percentagem
5248,MONDEGO,57.0,2009-10-01,bacia,percentagem
5249,MONDEGO,65.7,2009-11-01,bacia,percentagem
5250,MONDEGO,75.4,2009-12-01,bacia,percentagem
5251,MONDEGO,69.0,2010-01-01,bacia,percentagem
5252,MONDEGO,78.3,2010-02-01,bacia,percentagem
5253,MONDEGO,81.2,2010-03-01,bacia,percentagem
5254,MONDEGO,84.9,2010-04-01,bacia,percentagem
5255,MONDEGO,92.0,2010-05-01,bacia,percentagem
5256,MONDEGO,90.8,2010-06-01,bacia,percentagem
5257,MONDEGO,81.6,2010-07-01,bacia,percentagem
5258,MONDEGO,68.9,2010-08-01,bacia,percentagem
5259,MONDEGO,60.5,2010-09-01,bacia,percentagem
5260,MONDEGO,58.9,2008-10-01,bacia,percentagem
5261,MONDEGO,55.9,2008-11-01,bacia,percentagem
5262,MONDEGO,65.5,2008-12-01,bacia,percentagem
5263,MONDEGO,78.2,2009-01-01,bacia,percentagem
5264,MONDEGO,70.0,2009-02-01,bacia,percentagem
5265,MONDEGO,71.0,2009-03-01,bacia,percentagem
5266,MONDEGO,79.6,2009-04-01,bacia,percentagem
5267,MONDEGO,82.1,2009-05-01,bacia,percentagem
5268,MONDEGO,79.9,2009-06-01,bacia,percentagem
5269,MONDEGO,71.9,2009-07-01,bacia,percentagem
5270,MONDEGO,64.3,2009-08-01,bacia,percentagem
5271,MONDEGO,57.2,2009-09-01,bacia,percentagem
5272,MONDEGO,56.0,2007-10-01,bacia,percentagem
5273,MONDEGO,56.6,2007-11-01,bacia,percentagem
5274,MONDEGO,56.9,2007-12-01,bacia,percentagem
5275,MONDEGO,74.5,2008-01-01,bacia,percentagem
5276,MONDEGO,76.1,2008-02-01,bacia,percentagem
5277,MONDEGO,76.2,2008-03-01,bacia,percentagem
5278,MONDEGO,92.3,2008-04-01,bacia,percentagem
5279,MONDEGO,89.9,2008-05-01,bacia,percentagem
5280,MONDEGO,85.7,2008-06-01,bacia,percentagem
5281,MONDEGO,77.6,2008-07-01,bacia,percentagem
5282,MONDEGO,66.7,2008-08-01,bacia,percentagem
5283,MONDEGO,62.7,2008-09-01,bacia,percentagem
5284,MONDEGO,73.9,2006-10-01,bacia,percentagem
5285,MONDEGO,67.8,2006-11-01,bacia,percentagem
5286,MONDEGO,61.9,2006-12-01,bacia,percentagem
5287,MONDEGO,59.9,2007-01-01,bacia,percentagem
5288,MONDEGO,69.4,2007-02-01,bacia,percentagem
5289,MONDEGO,82.6,2007-03-01,bacia,percentagem
5290,MONDEGO,91.1,2007-04-01,bacia,percentagem
5291,MONDEGO,91.2,2007-05-01,bacia,percentagem
5292,MONDEGO,92.2,2007-06-01,bacia,percentagem
5293,MONDEGO,84.7,2007-07-01,bacia,percentagem
5294,MONDEGO,74.7,2007-08-01,bacia,percentagem
5295,MONDEGO,64.5,2007-09-01,bacia,percentagem
5296,MONDEGO,62.6,2005-10-01,bacia,percentagem
5297,MONDEGO,72.3,2005-11-01,bacia,percentagem
5298,MONDEGO,64.6,2005-12-01,bacia,percentagem
5299,MONDEGO,63.9,2006-01-01,bacia,percentagem
5300,MONDEGO,74.3,2006-02-01,bacia,percentagem
5301,MONDEGO,79.8,2006-03-01,bacia,percentagem
5302,MONDEGO,80.4,2006-04-01,bacia,percentagem
5303,MONDEGO,85.2,2006-05-01,bacia,percentagem
5304,MONDEGO,81.8,2006-06-01,bacia,percentagem
5305,MONDEGO,73.0,2006-07-01,bacia,percentagem
5306,MONDEGO,65.0,2006-08-01,bacia,percentagem
5307,MONDEGO,60.8,2006-09-01,bacia,percentagem
5308,MONDEGO,69.2,2004-10-01,bacia,percentagem
5309,MONDEGO,60.9,2004-11-01,bacia,percentagem
5310,MONDEGO,60.4,2004-12-01,bacia,percentagem
5311,MONDEGO,61.6,2005-01-01,bacia,percentagem
5312,MONDEGO,64.7,2005-02-01,bacia,percentagem
5313,MONDEGO,71.4,2005-03-01,bacia,percentagem
5314,MONDEGO,84.8,2005-04-01,bacia,percentagem
5315,MONDEGO,89.1,2005-05-01,bacia,percentagem
5316,MONDEGO,83.1,2005-06-01,bacia,percentagem
5317,MONDEGO,74.4,2005-07-01,bacia,percentagem
5318,MONDEGO,67.1,2005-08-01,bacia,percentagem
5319,MONDEGO,62.5,2005-09-01,bacia,percentagem
5320,MONDEGO,70.3,2003-10-01,bacia,percentagem
5321,MONDEGO,72.2,2003-11-01,bacia,percentagem
5322,MONDEGO,65.0,2003-12-01,bacia,percentagem
5323,MONDEGO,69.8,2004-01-01,bacia,percentagem
5324,MONDEGO,68.0,2004-02-01,bacia,percentagem
5325,MONDEGO,72.6,2004-03-01,bacia,percentagem
5326,MONDEGO,86.4,2004-04-01,bacia,percentagem
5327,MONDEGO,92.7,2004-05-01,bacia,percentagem
5328,MONDEGO,85.0,2004-06-01,bacia,percentagem
5329,MONDEGO,73.6,2004-07-01,bacia,percentagem
5330,MONDEGO,65.3,2004-08-01,bacia,percentagem
5331,MONDEGO,58.0,2004-09-01,bacia,percentagem
5332,MONDEGO,62.8,2002-10-01,bacia,percentagem
5333,MONDEGO,67.2,2002-11-01,bacia,percentagem
5334,MONDEGO,71.1,2002-12-01,bacia,percentagem
5335,MONDEGO,66.4,2003-01-01,bacia,percentagem
5336,MONDEGO,77.2,2003-02-01,bacia,percentagem
5337,MONDEGO,79.9,2003-03-01,bacia,percentagem
5338,MONDEGO,92.4,2003-04-01,bacia,percentagem
5339,MONDEGO,89.3,2003-05-01,bacia,percentagem
5340,MONDEGO,84.6,2003-06-01,bacia,percentagem
5341,MONDEGO,75.3,2003-07-01,bacia,percentagem
5342,MONDEGO,66.3,2003-08-01,bacia,percentagem
5343,MONDEGO,61.0,2003-09-01,bacia,percentagem
5344,MONDEGO,60.0,2001-10-01,bacia,percentagem
5345,MONDEGO,58.8,2001-11-01,bacia,percentagem
5346,MONDEGO,57.6,2001-12-01,bacia,percentagem
5347,MONDEGO,70.2,2002-01-01,bacia,percentagem
5348,MONDEGO,74.6,2002-02-01,bacia,percentagem
5349,MONDEGO,79.7,2002-03-01,bacia,percentagem
5350,MONDEGO,84.4,2002-04-01,bacia,percentagem
5351,MONDEGO,85.4,2002-05-01,bacia,percentagem
5352,MONDEGO,81.8,2002-06-01,bacia,percentagem
5353,MONDEGO,70.0,2002-07-01,bacia,percentagem
5354,MONDEGO,59.9,2002-08-01,bacia,percentagem
5355,MONDEGO,57.7,2002-09-01,bacia,percentagem
5356,MONDEGO,56.5,2000-10-01,bacia,percentagem
5357,MONDEGO,75.9,2000-11-01,bacia,percentagem
5358,MONDEGO,75.2,2000-12-01,bacia,percentagem
5359,MONDEGO,78.9,2001-01-01,bacia,percentagem
5360,MONDEGO,70.0,2001-02-01,bacia,percentagem
5361,MONDEGO,67.8,2001-03-01,bacia,percentagem
5362,MONDEGO,81.8,2001-04-01,bacia,percentagem
5363,MONDEGO,85.3,2001-05-01,bacia,percentagem
5364,MONDEGO,80.2,2001-06-01,bacia,percentagem
5365,MONDEGO,72.1,2001-07-01,bacia,percentagem
5366,MONDEGO,62.5,2001-08-01,bacia,percentagem
5367,MONDEGO,54.9,2001-09-01,bacia,percentagem
5368,MONDEGO,67.1,1999-10-01,bacia,percentagem
5369,MONDEGO,67.2,1999-11-01,bacia,percentagem
5370,MONDEGO,79.1,1999-12-01,bacia,percentagem
5371,MONDEGO,67.1,2000-01-01,bacia,percentagem
5372,MONDEGO,66.9,2000-02-01,bacia,percentagem
5373,MONDEGO,69.1,2000-03-01,bacia,percentagem
5374,MONDEGO,87.1,2000-04-01,bacia,percentagem
5375,MONDEGO,88.3,2000-05-01,bacia,percentagem
5376,MONDEGO,88.4,2000-06-01,bacia,percentagem
5377,MONDEGO,80.8,2000-07-01,bacia,percentagem
5378,MONDEGO,71.8,2000-08-01,bacia,percentagem
5379,MONDEGO,62.1,2000-09-01,bacia,percentagem
5380,RIBEIRAS DO ALGARVE,13.4,2020-10-01,bacia,percentagem
5381,RIBEIRAS DO ALGARVE,14.0,2020-11-01,bacia,percentagem
5382,RIBEIRAS DO ALGARVE,21.4,2020-12-01,bacia,percentagem
5383,RIBEIRAS DO ALGARVE,22.8,2021-01-01,bacia,percentagem
5384,RIBEIRAS DO ALGARVE,34.1,2021-02-01,bacia,percentagem
5385,RIBEIRAS DO ALGARVE,35.3,2021-03-01,bacia,percentagem
5386,RIBEIRAS DO ALGARVE,34.4,2021-04-01,bacia,percentagem
5387,RIBEIRAS DO ALGARVE,31.7,2021-05-01,bacia,percentagem
5388,RIBEIRAS DO ALGARVE,28.7,2021-06-01,bacia,percentagem
5389,RIBEIRAS DO ALGARVE,24.4,2021-07-01,bacia,percentagem
5390,RIBEIRAS DO ALGARVE,19.8,2021-08-01,bacia,percentagem
5391,RIBEIRAS DO ALGARVE,16.2,2021-09-01,bacia,percentagem
5392,RIBEIRAS DO ALGARVE,13.9,2021-10-01,bacia,percentagem
5393,RIBEIRAS DO ALGARVE,13.9,2021-11-01,bacia,percentagem
5394,RIBEIRAS DO ALGARVE,14.3,2021-12-01,bacia,percentagem
5395,RIBEIRAS DO ALGARVE,14.4,2022-01-01,bacia,percentagem
5396,RIBEIRAS DO ALGARVE,14.5,2022-02-01,bacia,percentagem
5397,RIBEIRAS DO ALGARVE,30.7,2019-10-01,bacia,percentagem
5398,RIBEIRAS DO ALGARVE,29.3,2019-11-01,bacia,percentagem
5399,RIBEIRAS DO ALGARVE,33.1,2019-12-01,bacia,percentagem
5400,RIBEIRAS DO ALGARVE,33.0,2020-01-01,bacia,percentagem
5401,RIBEIRAS DO ALGARVE,31.8,2020-02-01,bacia,percentagem
5402,RIBEIRAS DO ALGARVE,31.1,2020-03-01,bacia,percentagem
5403,RIBEIRAS DO ALGARVE,31.9,2020-04-01,bacia,percentagem
5404,RIBEIRAS DO ALGARVE,30.9,2020-05-01,bacia,percentagem
5405,RIBEIRAS DO ALGARVE,28.6,2020-06-01,bacia,percentagem
5406,RIBEIRAS DO ALGARVE,23.4,2020-07-01,bacia,percentagem
5407,RIBEIRAS DO ALGARVE,18.3,2020-08-01,bacia,percentagem
5408,RIBEIRAS DO ALGARVE,14.6,2020-09-01,bacia,percentagem
5409,RIBEIRAS DO ALGARVE,55.8,2018-10-01,bacia,percentagem
5410,RIBEIRAS DO ALGARVE,58.0,2018-11-01,bacia,percentagem
5411,RIBEIRAS DO ALGARVE,58.5,2018-12-01,bacia,percentagem
5412,RIBEIRAS DO ALGARVE,57.6,2019-01-01,bacia,percentagem
5413,RIBEIRAS DO ALGARVE,59.6,2019-02-01,bacia,percentagem
5414,RIBEIRAS DO ALGARVE,59.2,2019-03-01,bacia,percentagem
5415,RIBEIRAS DO ALGARVE,60.1,2019-04-01,bacia,percentagem
5416,RIBEIRAS DO ALGARVE,55.7,2019-05-01,bacia,percentagem
5417,RIBEIRAS DO ALGARVE,50.4,2019-06-01,bacia,percentagem
5418,RIBEIRAS DO ALGARVE,44.6,2019-07-01,bacia,percentagem
5419,RIBEIRAS DO ALGARVE,39.0,2019-08-01,bacia,percentagem
5420,RIBEIRAS DO ALGARVE,34.4,2019-09-01,bacia,percentagem
5421,RIBEIRAS DO ALGARVE,51.3,2017-10-01,bacia,percentagem
5422,RIBEIRAS DO ALGARVE,49.3,2017-11-01,bacia,percentagem
5423,RIBEIRAS DO ALGARVE,48.7,2017-12-01,bacia,percentagem
5424,RIBEIRAS DO ALGARVE,49.5,2018-01-01,bacia,percentagem
5425,RIBEIRAS DO ALGARVE,48.2,2018-02-01,bacia,percentagem
5426,RIBEIRAS DO ALGARVE,64.8,2018-03-01,bacia,percentagem
5427,RIBEIRAS DO ALGARVE,80.2,2018-04-01,bacia,percentagem
5428,RIBEIRAS DO ALGARVE,78.1,2018-05-01,bacia,percentagem
5429,RIBEIRAS DO ALGARVE,74.6,2018-06-01,bacia,percentagem
5430,RIBEIRAS DO ALGARVE,69.2,2018-07-01,bacia,percentagem
5431,RIBEIRAS DO ALGARVE,63.4,2018-08-01,bacia,percentagem
5432,RIBEIRAS DO ALGARVE,58.6,2018-09-01,bacia,percentagem
5433,RIBEIRAS DO ALGARVE,55.1,2016-10-01,bacia,percentagem
5434,RIBEIRAS DO ALGARVE,55.3,2016-11-01,bacia,percentagem
5435,RIBEIRAS DO ALGARVE,64.1,2016-12-01,bacia,percentagem
5436,RIBEIRAS DO ALGARVE,69.1,2017-01-01,bacia,percentagem
5437,RIBEIRAS DO ALGARVE,78.9,2017-02-01,bacia,percentagem
5438,RIBEIRAS DO ALGARVE,82.3,2017-03-01,bacia,percentagem
5439,RIBEIRAS DO ALGARVE,80.8,2017-04-01,bacia,percentagem
5440,RIBEIRAS DO ALGARVE,77.6,2017-05-01,bacia,percentagem
5441,RIBEIRAS DO ALGARVE,72.5,2017-06-01,bacia,percentagem
5442,RIBEIRAS DO ALGARVE,66.3,2017-07-01,bacia,percentagem
5443,RIBEIRAS DO ALGARVE,60.1,2017-08-01,bacia,percentagem
5444,RIBEIRAS DO ALGARVE,54.9,2017-09-01,bacia,percentagem
5445,RIBEIRAS DO ALGARVE,67.2,2015-10-01,bacia,percentagem
5446,RIBEIRAS DO ALGARVE,71.2,2015-11-01,bacia,percentagem
5447,RIBEIRAS DO ALGARVE,71.1,2015-12-01,bacia,percentagem
5448,RIBEIRAS DO ALGARVE,74.6,2016-01-01,bacia,percentagem
5449,RIBEIRAS DO ALGARVE,78.7,2016-02-01,bacia,percentagem
5450,RIBEIRAS DO ALGARVE,78.5,2016-03-01,bacia,percentagem
5451,RIBEIRAS DO ALGARVE,78.1,2016-04-01,bacia,percentagem
5452,RIBEIRAS DO ALGARVE,81.7,2016-05-01,bacia,percentagem
5453,RIBEIRAS DO ALGARVE,76.4,2016-06-01,bacia,percentagem
5454,RIBEIRAS DO ALGARVE,69.9,2016-07-01,bacia,percentagem
5455,RIBEIRAS DO ALGARVE,63.2,2016-08-01,bacia,percentagem
5456,RIBEIRAS DO ALGARVE,57.9,2016-09-01,bacia,percentagem
5457,RIBEIRAS DO ALGARVE,63.6,2014-10-01,bacia,percentagem
5458,RIBEIRAS DO ALGARVE,90.1,2014-11-01,bacia,percentagem
5459,RIBEIRAS DO ALGARVE,90.2,2014-12-01,bacia,percentagem
5460,RIBEIRAS DO ALGARVE,93.1,2015-01-01,bacia,percentagem
5461,RIBEIRAS DO ALGARVE,99.5,2015-02-01,bacia,percentagem
5462,RIBEIRAS DO ALGARVE,97.7,2015-03-01,bacia,percentagem
5463,RIBEIRAS DO ALGARVE,97.4,2015-04-01,bacia,percentagem
5464,RIBEIRAS DO ALGARVE,92.4,2015-05-01,bacia,percentagem
5465,RIBEIRAS DO ALGARVE,86.5,2015-06-01,bacia,percentagem
5466,RIBEIRAS DO ALGARVE,79.3,2015-07-01,bacia,percentagem
5467,RIBEIRAS DO ALGARVE,72.9,2015-08-01,bacia,percentagem
5468,RIBEIRAS DO ALGARVE,68.0,2015-09-01,bacia,percentagem
5469,RIBEIRAS DO ALGARVE,71.1,2013-10-01,bacia,percentagem
5470,RIBEIRAS DO ALGARVE,70.2,2013-11-01,bacia,percentagem
5471,RIBEIRAS DO ALGARVE,70.3,2013-12-01,bacia,percentagem
5472,RIBEIRAS DO ALGARVE,72.3,2014-01-01,bacia,percentagem
5473,RIBEIRAS DO ALGARVE,78.6,2014-02-01,bacia,percentagem
5474,RIBEIRAS DO ALGARVE,80.4,2014-03-01,bacia,percentagem
5475,RIBEIRAS DO ALGARVE,88.5,2014-04-01,bacia,percentagem
5476,RIBEIRAS DO ALGARVE,85.3,2014-05-01,bacia,percentagem
5477,RIBEIRAS DO ALGARVE,80.5,2014-06-01,bacia,percentagem
5478,RIBEIRAS DO ALGARVE,73.9,2014-07-01,bacia,percentagem
5479,RIBEIRAS DO ALGARVE,67.1,2014-08-01,bacia,percentagem
5480,RIBEIRAS DO ALGARVE,63.8,2014-09-01,bacia,percentagem
5481,RIBEIRAS DO ALGARVE,52.7,2012-10-01,bacia,percentagem
5482,RIBEIRAS DO ALGARVE,55.5,2012-11-01,bacia,percentagem
5483,RIBEIRAS DO ALGARVE,57.2,2012-12-01,bacia,percentagem
5484,RIBEIRAS DO ALGARVE,65.9,2013-01-01,bacia,percentagem
5485,RIBEIRAS DO ALGARVE,76.6,2013-02-01,bacia,percentagem
5486,RIBEIRAS DO ALGARVE,89.7,2013-03-01,bacia,percentagem
5487,RIBEIRAS DO ALGARVE,95.8,2013-04-01,bacia,percentagem
5488,RIBEIRAS DO ALGARVE,92.9,2013-05-01,bacia,percentagem
5489,RIBEIRAS DO ALGARVE,88.5,2013-06-01,bacia,percentagem
5490,RIBEIRAS DO ALGARVE,83.1,2013-07-01,bacia,percentagem
5491,RIBEIRAS DO ALGARVE,76.4,2013-08-01,bacia,percentagem
5492,RIBEIRAS DO ALGARVE,71.6,2013-09-01,bacia,percentagem
5493,RIBEIRAS DO ALGARVE,72.4,2011-10-01,bacia,percentagem
5494,RIBEIRAS DO ALGARVE,80.5,2011-11-01,bacia,percentagem
5495,RIBEIRAS DO ALGARVE,81.3,2011-12-01,bacia,percentagem
5496,RIBEIRAS DO ALGARVE,81.7,2012-01-01,bacia,percentagem
5497,RIBEIRAS DO ALGARVE,80.6,2012-02-01,bacia,percentagem
5498,RIBEIRAS DO ALGARVE,79.3,2012-03-01,bacia,percentagem
5499,RIBEIRAS DO ALGARVE,77.8,2012-04-01,bacia,percentagem
5500,RIBEIRAS DO ALGARVE,74.8,2012-05-01,bacia,percentagem
5501,RIBEIRAS DO ALGARVE,70.0,2012-06-01,bacia,percentagem
5502,RIBEIRAS DO ALGARVE,65.0,2012-07-01,bacia,percentagem
5503,RIBEIRAS DO ALGARVE,57.9,2012-08-01,bacia,percentagem
5504,RIBEIRAS DO ALGARVE,53.9,2012-09-01,bacia,percentagem
5505,RIBEIRAS DO ALGARVE,70.9,2010-10-01,bacia,percentagem
5506,RIBEIRAS DO ALGARVE,70.6,2010-11-01,bacia,percentagem
5507,RIBEIRAS DO ALGARVE,93.9,2010-12-01,bacia,percentagem
5508,RIBEIRAS DO ALGARVE,94.2,2011-01-01,bacia,percentagem
5509,RIBEIRAS DO ALGARVE,98.8,2011-02-01,bacia,percentagem
5510,RIBEIRAS DO ALGARVE,98.1,2011-03-01,bacia,percentagem
5511,RIBEIRAS DO ALGARVE,99.2,2011-04-01,bacia,percentagem
5512,RIBEIRAS DO ALGARVE,96.6,2011-05-01,bacia,percentagem
5513,RIBEIRAS DO ALGARVE,92.0,2011-06-01,bacia,percentagem
5514,RIBEIRAS DO ALGARVE,85.3,2011-07-01,bacia,percentagem
5515,RIBEIRAS DO ALGARVE,79.5,2011-08-01,bacia,percentagem
5516,RIBEIRAS DO ALGARVE,75.1,2011-09-01,bacia,percentagem
5517,RIBEIRAS DO ALGARVE,60.8,2009-10-01,bacia,percentagem
5518,RIBEIRAS DO ALGARVE,58.4,2009-11-01,bacia,percentagem
5519,RIBEIRAS DO ALGARVE,73.5,2009-12-01,bacia,percentagem
5520,RIBEIRAS DO ALGARVE,100.0,2010-01-01,bacia,percentagem
5521,RIBEIRAS DO ALGARVE,100.0,2010-02-01,bacia,percentagem
5522,RIBEIRAS DO ALGARVE,98.2,2010-03-01,bacia,percentagem
5523,RIBEIRAS DO ALGARVE,98.5,2010-04-01,bacia,percentagem
5524,RIBEIRAS DO ALGARVE,96.6,2010-05-01,bacia,percentagem
5525,RIBEIRAS DO ALGARVE,92.0,2010-06-01,bacia,percentagem
5526,RIBEIRAS DO ALGARVE,85.5,2010-07-01,bacia,percentagem
5527,RIBEIRAS DO ALGARVE,78.7,2010-08-01,bacia,percentagem
5528,RIBEIRAS DO ALGARVE,73.2,2010-09-01,bacia,percentagem
5529,RIBEIRAS DO ALGARVE,65.3,2008-10-01,bacia,percentagem
5530,RIBEIRAS DO ALGARVE,64.0,2008-11-01,bacia,percentagem
5531,RIBEIRAS DO ALGARVE,64.1,2008-12-01,bacia,percentagem
5532,RIBEIRAS DO ALGARVE,72.7,2009-01-01,bacia,percentagem
5533,RIBEIRAS DO ALGARVE,91.4,2009-02-01,bacia,percentagem
5534,RIBEIRAS DO ALGARVE,92.0,2009-03-01,bacia,percentagem
5535,RIBEIRAS DO ALGARVE,90.5,2009-04-01,bacia,percentagem
5536,RIBEIRAS DO ALGARVE,86.8,2009-05-01,bacia,percentagem
5537,RIBEIRAS DO ALGARVE,81.6,2009-06-01,bacia,percentagem
5538,RIBEIRAS DO ALGARVE,75.4,2009-07-01,bacia,percentagem
5539,RIBEIRAS DO ALGARVE,68.9,2009-08-01,bacia,percentagem
5540,RIBEIRAS DO ALGARVE,63.4,2009-09-01,bacia,percentagem
5541,RIBEIRAS DO ALGARVE,54.9,2007-10-01,bacia,percentagem
5542,RIBEIRAS DO ALGARVE,53.3,2007-11-01,bacia,percentagem
5543,RIBEIRAS DO ALGARVE,68.9,2007-12-01,bacia,percentagem
5544,RIBEIRAS DO ALGARVE,77.0,2008-01-01,bacia,percentagem
5545,RIBEIRAS DO ALGARVE,84.8,2008-02-01,bacia,percentagem
5546,RIBEIRAS DO ALGARVE,85.2,2008-03-01,bacia,percentagem
5547,RIBEIRAS DO ALGARVE,88.2,2008-04-01,bacia,percentagem
5548,RIBEIRAS DO ALGARVE,86.8,2008-05-01,bacia,percentagem
5549,RIBEIRAS DO ALGARVE,82.2,2008-06-01,bacia,percentagem
5550,RIBEIRAS DO ALGARVE,76.3,2008-07-01,bacia,percentagem
5551,RIBEIRAS DO ALGARVE,70.4,2008-08-01,bacia,percentagem
5552,RIBEIRAS DO ALGARVE,67.4,2008-09-01,bacia,percentagem
5553,RIBEIRAS DO ALGARVE,55.6,2006-10-01,bacia,percentagem
5554,RIBEIRAS DO ALGARVE,71.6,2006-11-01,bacia,percentagem
